iter	Logloss
137	0.1440749409
138	0.1440686816
139	0.1440544652
140	0.1440469127
141	0.1440392127
142	0.1440308026
143	0.1440222233
144	0.1440136961
145	0.1440067722
146	0.1439952827
147	0.1439877595
148	0.1439761942
149	0.1439683952
150	0.1439636789
151	0.1439513681
152	0.1439422256
153	0.1439337421
154	0.1439266936
155	0.1439169936
156	0.1439074084
157	0.1439017913
158	0.1438931408
159	0.1438835291
160	0.1438747852
161	0.1438697066
162	0.1438637514
163	0.1438542294
164	0.1438487672
165	0.1438427316
166	0.1438278934
167	0.1438192253
168	0.1438094801
169	0.1438007929
170	0.1437963597
171	0.143785173
172	0.1437779957
173	0.1437667969
174	0.1437582017
175	0.1437500851
176	0.1437451037
177	0.1437356622
178	0.1437325828
179	0.1437230915
180	0.1437114211
181	0.1437057585
182	0.1436964681
183	0.1436905004
184	0.1436839095
185	0.1436748823
186	0.143670506
187	0.1436639202
188	0.1436593169
189	0.1436503878
190	0.1436448224
191	0.1436410091
192	0.1436327195
193	0.1436252548
194	0.1436166774
195	0.1436123219
196	0.1436041425
197	0.1435949749
198	0.1435893173
199	0.1435842174
200	0.1435788895
201	0.1435750925
202	0.1435683036
203	0.1435616216
204	0.1435541471
205	0.1435498879
206	0.1435463658
207	0.1435424037
208	0.1435344754
209	0.1435277925
210	0.1435213542
211	0.1435158431
212	0.1435086891
213	0.1435036723
214	0.1434967578
215	0.1434876139
216	0.1434815774
217	0.1434750898
218	0.1434675749
219	0.1434610524
220	0.1434544629
221	0.1434485212
222	0.1434412412
223	0.1434371703
224	0.1434274154
225	0.1434205199
226	0.1434172647
227	0.1434108566
228	0.1434045173
229	0.1434017611
230	0.1433968615
231	0.1433926065
232	0.1433850107
233	0.1433811133
234	0.1433739541
235	0.1433686323
236	0.143364215
237	0.1433595317
238	0.1433501888
239	0.1433399349
240	0.1433340499
241	0.1433278888
242	0.1433213928
243	0.1433174121
244	0.1433104915
245	0.1433017253
246	0.1432934366
247	0.1432904199
248	0.1432864872
249	0.1432831055
250	0.1432769996
251	0.1432719987
252	0.1432671094
253	0.1432597405
254	0.1432534956
255	0.1432475302
256	0.1432410603
257	0.1432369643
258	0.1432320582
259	0.1432256789
260	0.1432218787
261	0.1432155008
262	0.1432086654
263	0.1432041806
264	0.1431996061
265	0.143195126
266	0.1431883622
267	0.1431842229
268	0.1431794248
269	0.1431736807
270	0.1431674791
271	0.1431623154
272	0.1431568513
273	0.1431524093
274	0.143149115
275	0.1431456408
276	0.1431405859
277	0.1431333757
278	0.1431287054
279	0.1431219238
280	0.143116848
281	0.1431130841
282	0.1431090504
283	0.1431048163
284	0.1430983082
285	0.1430944838
286	0.1430892294
287	0.1430836742
288	0.1430770973
289	0.1430712156
290	0.1430673335
291	0.143062115
292	0.1430553836
293	0.143051729
294	0.1430463765
295	0.1430415909
296	0.1430394415
297	0.1430350911
298	0.1430301972
299	0.1430262584
300	0.1430215937
301	0.1430160742
302	0.1430068987
303	0.1430043857
304	0.1429999777
305	0.1429946438
306	0.1429898024
307	0.1429852181
308	0.1429821503
309	0.1429783278
310	0.1429737798
311	0.1429649502
312	0.1429577083
313	0.1429531924
314	0.1429477972
315	0.1429435928
316	0.1429394089
317	0.1429331529
318	0.1429295331
319	0.1429238523
320	0.1429205455
321	0.1429160556
322	0.1429109319
323	0.1429065434
324	0.1429027214
325	0.1428973186
326	0.1428919448
327	0.1428874898
328	0.1428819992
329	0.1428781445
330	0.142872547
331	0.142867141
332	0.142863504
333	0.142859608
334	0.1428545317
335	0.1428489011
336	0.1428436672
337	0.1428394931
338	0.1428366583
339	0.142832527
340	0.1428291085
341	0.1428234408
342	0.142816163
343	0.1428122042
344	0.1428078771
345	0.1428039974
346	0.1428008994
347	0.1427972349
348	0.1427906873
349	0.1427847289
350	0.1427807947
351	0.1427774205
352	0.1427716927
353	0.1427672549
354	0.1427637263
355	0.1427599033
356	0.1427543122
357	0.1427518401
358	0.1427457892
359	0.1427423461
360	0.1427392485
361	0.1427354985
362	0.1427313463
363	0.142725652
364	0.1427228269
365	0.1427173982
366	0.1427121735
367	0.1427092188
368	0.1427061063
369	0.1427009342
370	0.1426971252
371	0.1426925219
372	0.1426884677
373	0.1426828353
374	0.1426776772
375	0.1426746908
376	0.1426698233
377	0.1426673382
378	0.1426636923
379	0.1426603836
380	0.1426583287
381	0.1426551135
382	0.1426496554
383	0.1426480701
384	0.1426411579
385	0.1426356836
386	0.142632507
387	0.1426298721
388	0.1426249828
389	0.1426212509
390	0.1426154976
391	0.1426107943
392	0.1426068513
393	0.1426030204
394	0.1425979576
395	0.1425924075
396	0.1425875372
397	0.1425844582
398	0.1425811575
399	0.1425776014
400	0.1425749893
401	0.142572008
402	0.1425690602
403	0.1425633394
404	0.1425615355
405	0.1425558561
406	0.1425517136
407	0.1425442453
408	0.1425412756
409	0.1425378404
410	0.1425348735
411	0.1425322703
412	0.1425291946
413	0.1425258115
414	0.1425205966
415	0.1425173158
416	0.1425135649
417	0.1425104841
418	0.142504767
419	0.1425022428
420	0.1424994601
421	0.1424956738
422	0.1424912347
423	0.142486961
424	0.1424834319
425	0.142479043
426	0.1424748284
427	0.1424696354
428	0.1424648437
429	0.1424619573
430	0.1424600479
431	0.1424570424
432	0.1424523544
433	0.1424489462
434	0.1424444927
435	0.1424414253
436	0.1424367434
437	0.1424330543
438	0.1424299205
439	0.1424271675
440	0.1424234803
441	0.1424195768
442	0.1424151572
443	0.142411536
444	0.1424084859
445	0.1424055711
446	0.1424022242
447	0.1423973224
448	0.1423936872
449	0.1423893136
450	0.142383836
451	0.1423799577
452	0.1423764932
453	0.1423722893
454	0.1423673344
455	0.1423627139
456	0.1423582464
457	0.1423555027
458	0.14235115
459	0.1423469262
460	0.14234349
461	0.1423398396
462	0.1423361607
463	0.1423330148
464	0.1423282547
465	0.1423248526
466	0.1423216383
467	0.1423178297
468	0.1423157078
469	0.1423120917
470	0.1423086017
471	0.1423024056
472	0.1423013044
473	0.142296749
474	0.1422938012
475	0.1422879711
476	0.1422851325
477	0.1422821522
478	0.1422789421
479	0.1422742341
480	0.1422698563
481	0.1422650558
482	0.1422612216
483	0.1422559575
484	0.142254043
485	0.1422469703
486	0.142243491
487	0.1422387723
488	0.142234967
489	0.1422316578
490	0.1422290871
491	0.1422231892
492	0.142219215
493	0.1422160375
494	0.142212247
495	0.1422088839
496	0.1422067439
497	0.1422028027
498	0.1421973586
499	0.1421938486
500	0.1421899233
501	0.1421861017
502	0.1421836337
503	0.1421794913
504	0.1421768699
505	0.1421740769
506	0.1421693592
507	0.1421656515
508	0.1421621503
509	0.142158325
510	0.1421546912
511	0.1421504227
512	0.1421456436
513	0.1421408398
514	0.1421375432
515	0.1421345536
516	0.142130579
517	0.1421256975
518	0.1421218345
519	0.1421179892
520	0.1421134845
521	0.1421101995
522	0.1421081403
523	0.1421056245
524	0.1421028571
525	0.1420997038
526	0.1420942476
527	0.1420913258
528	0.1420863681
529	0.1420818597
530	0.1420764188
531	0.1420738318
532	0.142070877
533	0.1420683752
534	0.1420640304
535	0.1420598842
536	0.1420563477
537	0.1420541216
538	0.1420495475
539	0.142046091
540	0.1420442015
541	0.1420411482
542	0.1420371461
543	0.1420322982
544	0.142028837
545	0.1420268359
546	0.1420236305
547	0.142021616
548	0.1420173372
549	0.142013318
550	0.1420095447
551	0.1420067374
552	0.1420021345
553	0.1419981213
554	0.1419952679
555	0.1419922693
556	0.1419899261
557	0.1419880232
558	0.1419858984
559	0.1419823428
560	0.1419797405
561	0.1419760779
562	0.1419743099
563	0.1419704567
564	0.1419675563
565	0.1419639174
566	0.1419601879
567	0.1419586031
568	0.141955512
569	0.1419505966
570	0.1419486063
571	0.1419456594
572	0.1419426781
573	0.1419381413
574	0.141934747
575	0.1419315434
576	0.1419279762
577	0.1419246926
578	0.1419216811
579	0.1419173707
580	0.141913763
581	0.1419113932
582	0.1419067304
583	0.1419038765
584	0.1418995336
585	0.1418947038
586	0.1418917146
587	0.1418864867
588	0.1418816653
589	0.1418758608
590	0.1418725135
591	0.1418693736
592	0.1418651074
593	0.1418623535
594	0.1418590951
595	0.1418558491
596	0.1418526418
597	0.1418471787
598	0.1418431106
599	0.1418389955
600	0.1418345675
601	0.1418295247
602	0.1418251865
603	0.1418205525
604	0.1418161761
605	0.1418111156
606	0.1418073145
607	0.1418037886
608	0.141800186
609	0.1417966039
610	0.1417945233
611	0.1417906994
612	0.1417868457
613	0.1417848949
614	0.1417812756
615	0.1417774763
616	0.1417756524
617	0.1417720006
618	0.1417680357
619	0.1417663305
620	0.1417627218
621	0.1417592332
622	0.1417567327
623	0.1417530259
624	0.1417480213
625	0.1417439741
626	0.1417413695
627	0.141739289
628	0.1417349698
629	0.1417326656
630	0.1417313207
631	0.1417283138
632	0.1417239044
633	0.1417211286
634	0.1417166034
635	0.141713497
636	0.1417107394
637	0.1417071615
638	0.1417043118
639	0.1417004492
640	0.1416979204
641	0.1416949619
642	0.1416917332
643	0.1416888728
644	0.1416858315
645	0.1416834896
646	0.1416800777
647	0.1416783854
648	0.1416741211
649	0.1416711026
650	0.1416676144
651	0.1416642829
652	0.1416609705
653	0.1416573279
654	0.1416550898
655	0.1416515332
656	0.1416483719
657	0.1416447326
658	0.1416410998
659	0.1416392443
660	0.1416346991
661	0.1416321405
662	0.1416300911
663	0.1416238611
664	0.141619242
665	0.1416172996
666	0.1416127516
667	0.141610086
668	0.1416079246
669	0.1416063109
670	0.1416045973
671	0.1416007427
672	0.1415974786
673	0.1415943717
674	0.1415920368
675	0.1415883501
676	0.141584209
677	0.1415822986
678	0.1415793104
679	0.1415751293
680	0.1415717973
681	0.1415690751
682	0.1415650126
683	0.1415612133
684	0.141558797
685	0.1415549149
686	0.1415514644
687	0.1415489118
688	0.1415461858
689	0.1415438518
690	0.1415418866
691	0.1415397731
692	0.1415362137
693	0.1415328497
694	0.1415310138
695	0.1415264825
696	0.1415216378
697	0.1415193001
698	0.1415169717
699	0.1415138723
700	0.1415106966
701	0.1415077776
702	0.1415043438
703	0.1415006948
704	0.1414974623
705	0.1414943583
706	0.141490838
707	0.141487487
708	0.1414833384
709	0.1414803125
710	0.1414775953
711	0.1414729032
712	0.1414698405
713	0.1414671047
714	0.1414634733
715	0.1414612091
716	0.141457181
717	0.1414545894
718	0.1414528734
719	0.141450399
720	0.1414482227
721	0.1414459705
722	0.1414413695
723	0.1414388528
724	0.1414368559
725	0.1414347275
726	0.1414318741
727	0.1414270499
728	0.1414233761
729	0.1414201102
730	0.1414161486
731	0.141412905
732	0.1414098586
733	0.1414082092
734	0.1414054222
735	0.1414013653
736	0.1413955473
737	0.1413924033
738	0.1413873921
739	0.1413847247
740	0.1413803441
741	0.141377494
742	0.1413748433
743	0.1413714407
744	0.1413681431
745	0.1413660389
746	0.1413620545
747	0.1413601381
748	0.1413560705
749	0.1413523135
750	0.1413484859
751	0.1413455566
752	0.1413439146
753	0.1413418717
754	0.1413381989
755	0.1413349674
756	0.1413324168
757	0.1413297986
758	0.1413273865
759	0.1413246001
760	0.1413206269
761	0.1413170015
762	0.14131494
763	0.1413105673
764	0.1413085589
765	0.1413059733
766	0.1413030022
767	0.1412998744
768	0.1412957092
769	0.1412925944
770	0.141289056
771	0.1412869429
772	0.1412843703
773	0.1412806129
774	0.1412765871
775	0.1412729874
776	0.1412684928
777	0.1412663677
778	0.141264987
779	0.1412630278
780	0.1412605924
781	0.141256782
782	0.1412529799
783	0.1412496959
784	0.1412473889
785	0.1412459394
786	0.1412436137
787	0.14123766
788	0.1412341876
789	0.1412310556
790	0.1412283896
791	0.1412258863
792	0.1412228632
793	0.1412206701
794	0.1412172582
795	0.14121377
796	0.1412094564
797	0.1412047349
798	0.1412021424
799	0.1411991123
800	0.1411953111
801	0.1411920652
802	0.1411891513
803	0.1411859654
804	0.1411842341
805	0.1411813672
806	0.1411781143
807	0.1411759426
808	0.1411738886
809	0.1411711175
810	0.1411675074
811	0.1411635947
812	0.1411602144
813	0.1411576511
814	0.1411553432
815	0.1411506017
816	0.1411490434
817	0.1411458436
818	0.1411429901
819	0.1411396061
820	0.1411372954
821	0.1411340327
822	0.1411324656
823	0.1411307966
824	0.1411278957
825	0.1411261556
826	0.1411234538
827	0.1411210593
828	0.1411201228
829	0.1411178688
830	0.1411153804
831	0.1411124265
832	0.141110858
833	0.1411070712
834	0.1411026483
835	0.1410994173
836	0.1410963783
837	0.1410925298
838	0.1410879464
839	0.1410852232
840	0.1410820108
841	0.1410792936
842	0.1410770345
843	0.141071377
844	0.141067732
845	0.141064561
846	0.1410607296
847	0.1410589086
848	0.1410568048
849	0.1410540104
850	0.1410500586
851	0.1410455892
852	0.1410423279
853	0.1410378688
854	0.1410327423
855	0.141030472
856	0.141027413
857	0.1410236161
858	0.1410177674
859	0.1410149977
860	0.141010877
861	0.1410075037
862	0.141004169
863	0.1410021796
864	0.1409995564
865	0.1409961895
866	0.1409943722
867	0.1409929204
868	0.1409892904
869	0.1409860626
870	0.1409834003
871	0.1409807989
872	0.1409780376
873	0.1409751935
874	0.1409714662
875	0.1409676442
876	0.1409654743
877	0.1409619215
878	0.1409570033
879	0.1409527381
880	0.1409483361
881	0.140945559
882	0.1409430004
883	0.1409397656
884	0.1409371047
885	0.1409346182
886	0.1409318634
887	0.1409295071
888	0.1409253088
889	0.1409213477
890	0.1409184761
891	0.1409165709
892	0.1409131013
893	0.1409119141
894	0.1409098358
895	0.1409074526
896	0.1409039272
897	0.1408991904
898	0.1408977674
899	0.1408955836
900	0.1408913411
901	0.1408882543
902	0.1408842085
903	0.1408822512
904	0.1408807073
905	0.1408779176
906	0.1408756352
907	0.1408724898
908	0.1408700986
909	0.1408683175
910	0.1408640309
911	0.1408592318
912	0.1408563518
913	0.1408531045
914	0.1408499
915	0.1408467913
916	0.1408421889
917	0.140839594
918	0.1408370429
919	0.1408335486
920	0.1408308984
921	0.1408286709
922	0.1408268555
923	0.1408241457
924	0.1408223344
925	0.1408190007
926	0.140814761
927	0.1408125409
928	0.1408080046
929	0.1408042094
930	0.140800864
931	0.1407986565
932	0.140795067
933	0.1407927418
934	0.1407902493
935	0.1407879288
936	0.1407852414
937	0.1407824033
938	0.1407808826
939	0.1407787123
940	0.1407762179
941	0.1407743513
942	0.1407710514
943	0.1407670903
944	0.1407639662
945	0.1407592453
946	0.1407566309
947	0.1407541016
948	0.1407521205
949	0.1407501721
950	0.1407466713
951	0.1407449321
952	0.1407417601
953	0.1407389342
954	0.1407355729
955	0.1407319768
956	0.1407265132
957	0.1407249981
958	0.1407240518
959	0.1407211486
960	0.1407184887
961	0.1407145587
962	0.1407097289
963	0.1407053037
964	0.1407026576
965	0.1406992764
966	0.1406962002
967	0.1406922484
968	0.1406899154
969	0.140688006
970	0.1406848089
971	0.1406815309
972	0.1406788346
973	0.14067643
974	0.14067482
975	0.1406707431
976	0.1406684142
977	0.1406663402
978	0.1406643276
979	0.1406613305
980	0.1406572317
981	0.140655512
982	0.1406523251
983	0.1406485975
984	0.1406447819
985	0.140641655
986	0.1406396828
987	0.1406367076
988	0.1406346745
989	0.1406326325
990	0.1406292076
991	0.1406265616
992	0.1406222298
993	0.1406200963
994	0.1406173289
995	0.1406155548
996	0.1406131655
997	0.1406109138
998	0.1406074967
999	0.1406056222
1000	0.1406032906
1001	0.1406001107
1002	0.140597075
1003	0.1405950256
1004	0.1405931966
1005	0.1405907747
1006	0.140587713
1007	0.1405848247
1008	0.1405828683
1009	0.1405790337
1010	0.1405757264
1011	0.140573611
1012	0.1405709701
1013	0.1405663914
1014	0.1405634166
1015	0.1405616164
1016	0.1405591611
1017	0.1405550642
1018	0.140550864
1019	0.1405481203
1020	0.1405444824
1021	0.1405427097
1022	0.1405389658
1023	0.1405376855
1024	0.1405354357
1025	0.1405330218
1026	0.1405320294
1027	0.1405292355
1028	0.1405276637
1029	0.1405252279
1030	0.1405223056
1031	0.1405191364
1032	0.1405143173
1033	0.1405109212
1034	0.1405089583
1035	0.1405066416
1036	0.1405045494
1037	0.1405009156
1038	0.1404962844
1039	0.1404947884
1040	0.1404913509
1041	0.1404883264
1042	0.140485984
1043	0.1404803474
1044	0.140478112
1045	0.1404762398
1046	0.140473205
1047	0.1404705185
1048	0.1404680366
1049	0.1404640127
1050	0.1404622577
1051	0.1404596233
1052	0.1404559408
1053	0.1404532617
1054	0.1404505771
1055	0.1404486454
1056	0.140445599
1057	0.1404403395
1058	0.1404361477
1059	0.1404335249
1060	0.1404310593
1061	0.1404277572
1062	0.1404252906
1063	0.1404226042
1064	0.1404185696
1065	0.1404149028
1066	0.1404123796
1067	0.1404093136
1068	0.1404070308
1069	0.1404016681
1070	0.1404006543
1071	0.1403981459
1072	0.1403950916
1073	0.1403903134
1074	0.1403864407
1075	0.1403842299
1076	0.1403811272
1077	0.1403774674
1078	0.1403751046
1079	0.1403723717
1080	0.1403699619
1081	0.1403678302
1082	0.1403641988
1083	0.1403633026
1084	0.1403612556
1085	0.1403586626
1086	0.1403553097
1087	0.1403522814
1088	0.1403497321
1089	0.1403467746
1090	0.1403450525
1091	0.140342414
1092	0.1403394782
1093	0.1403367769
1094	0.1403331789
1095	0.1403310807
1096	0.1403277799
1097	0.140325705
1098	0.1403226958
1099	0.1403204641
1100	0.1403182236
1101	0.1403157552
1102	0.1403119248
1103	0.1403087133
1104	0.140307035
1105	0.1403045619
1106	0.1403003525
1107	0.1402959375
1108	0.1402935779
1109	0.1402899526
1110	0.1402883938
1111	0.1402838286
1112	0.1402789421
1113	0.1402742932
1114	0.1402714546
1115	0.1402685026
1116	0.1402665792
1117	0.140263417
1118	0.1402608933
1119	0.1402587174
1120	0.1402549214
1121	0.1402526209
1122	0.1402507161
1123	0.140247865
1124	0.1402454748
1125	0.1402431069
1126	0.1402389393
1127	0.1402358794
1128	0.1402337602
1129	0.1402317164
1130	0.1402299419
1131	0.1402254901
1132	0.1402214667
1133	0.1402171061
1134	0.1402140797
1135	0.1402117076
1136	0.1402101521
1137	0.1402077693
1138	0.1402053432
1139	0.1402009533
1140	0.1401986314
1141	0.1401946563
1142	0.1401930715
1143	0.140188471
1144	0.1401858919
1145	0.1401835435
1146	0.1401808482
1147	0.1401774772
1148	0.1401752134
1149	0.1401710282
1150	0.1401682278
1151	0.1401658789
1152	0.1401637295
1153	0.1401622135
1154	0.1401587356
1155	0.1401559524
1156	0.1401530018
1157	0.1401507022
1158	0.1401472261
1159	0.1401446201
1160	0.1401422326
1161	0.1401401167
1162	0.1401377962
1163	0.1401348107
1164	0.1401327018
1165	0.1401299726
1166	0.1401273819
1167	0.1401251558
1168	0.1401228781
1169	0.1401195522
1170	0.1401177107
1171	0.1401156496
1172	0.1401140104
1173	0.1401114579
1174	0.1401086509
1175	0.1401057594
1176	0.1401035073
1177	0.1401015211
1178	0.1400983222
1179	0.1400962049
1180	0.1400930957
1181	0.1400905752
1182	0.1400876023
1183	0.140085671
1184	0.1400846587
1185	0.140082134
1186	0.1400803297
1187	0.1400760286
1188	0.1400722242
1189	0.140069309
1190	0.1400669434
1191	0.1400626469
1192	0.14006105
1193	0.140057673
1194	0.1400543118
1195	0.1400523624
1196	0.1400491146
1197	0.1400475163
1198	0.1400453348
1199	0.1400415197
1200	0.1400384115
1201	0.1400357292
1202	0.1400329892
1203	0.1400312821
1204	0.1400276107
1205	0.1400256004
1206	0.1400211268
1207	0.140018232
1208	0.1400150628
1209	0.1400108208
1210	0.1400073465
1211	0.1400038672
1212	0.1400004288
1213	0.1399971126
1214	0.1399944187
1215	0.1399913695
1216	0.1399891927
1217	0.1399857078
1218	0.1399831203
1219	0.1399809515
1220	0.1399780966
1221	0.1399746196
1222	0.1399725967
1223	0.1399675874
1224	0.1399648526
1225	0.1399620061
1226	0.1399595261
1227	0.1399571805
1228	0.1399533436
1229	0.1399513198
1230	0.1399483636
1231	0.1399450386
1232	0.1399411472
1233	0.1399391685
1234	0.139937014
1235	0.1399340327
1236	0.1399302283
1237	0.1399272238
1238	0.1399227023
1239	0.139919255
1240	0.1399169238
1241	0.1399150605
1242	0.1399119234
1243	0.1399092267
1244	0.1399086835
1245	0.1399060989
1246	0.1399013509
1247	0.1398989872
1248	0.1398951297
1249	0.1398923726
1250	0.1398885007
1251	0.1398848126
1252	0.139880578
1253	0.1398793564
1254	0.139876615
1255	0.1398742169
1256	0.1398724209
1257	0.1398690899
1258	0.1398660812
1259	0.1398616932
1260	0.1398596982
1261	0.1398571982
1262	0.1398551307
1263	0.1398530734
1264	0.1398504613
1265	0.1398487453
1266	0.1398461863
1267	0.1398442374
1268	0.1398420257
1269	0.1398382385
1270	0.1398343815
1271	0.1398310463
1272	0.1398270364
1273	0.1398248535
1274	0.1398225381
1275	0.1398193662
1276	0.1398162198
1277	0.1398143304
1278	0.139812533
1279	0.1398094685
1280	0.1398079413
1281	0.1398060738
1282	0.1398025223
1283	0.1397992625
1284	0.1397955869
1285	0.1397923075
1286	0.1397888225
1287	0.1397867146
1288	0.1397835826
1289	0.1397809501
1290	0.1397791974
1291	0.1397758408
1292	0.1397728167
1293	0.1397706306
1294	0.1397674512
1295	0.1397649289
1296	0.1397626488
1297	0.1397598642
1298	0.1397568392
1299	0.1397542797
1300	0.139751542
1301	0.1397496433
1302	0.1397470257
1303	0.1397442792
1304	0.1397386589
1305	0.1397360231
1306	0.1397352409
1307	0.1397317006
1308	0.1397284273
1309	0.1397269173
1310	0.1397253818
1311	0.1397231752
1312	0.139720732
1313	0.1397187063
1314	0.1397166588
1315	0.1397130706
1316	0.1397113495
1317	0.1397080859
1318	0.1397046443
1319	0.1397007775
1320	0.1396978748
1321	0.1396951776
1322	0.1396929581
1323	0.139690611
1324	0.1396881692
1325	0.1396861909
1326	0.1396830408
1327	0.1396801004
1328	0.139677381
1329	0.1396745619
1330	0.1396717434
1331	0.1396695085
1332	0.1396663663
1333	0.1396646531
1334	0.1396624233
1335	0.1396605911
1336	0.1396586286
1337	0.1396552851
1338	0.1396549316
1339	0.1396514328
1340	0.1396491904
1341	0.1396478297
1342	0.1396454887
1343	0.1396437844
1344	0.1396418173
1345	0.13964024
1346	0.1396371196
1347	0.139633816
